Id,SalePrice
2658,130071.3212779601
2718,200628.63436279356
2414,189187.29390913458
1989,117092.22117221562
625,172722.14813134738
333,92624.00315790152
1327,102807.62013282166
858,154620.47269641672
95,203443.3838774019
1568,153870.89096151415
2482,169708.91481199604
1364,133198.71950576163
2584,158461.5018198976
818,285345.65854129643
2673,172288.56743270048
2089,120634.35707889176
1297,133527.14844296162
790,109354.31514312267
2616,190062.0878081185
720,198516.97043436195
222,140955.52634556865
557,106665.49556153
1148,212887.84978620603
2766,135475.29231163408
534,183798.32554202827
1452,105282.94443714441
630,149008.9636885221
2648,140446.20641936775
125,131995.68418588716
1904,60379.24626909036
1670,98879.84154628273
756,103472.8725721041
717,275082.2950288651
1032,161182.98729408288
852,216948.3886959602
1731,170226.3297594719
2639,117862.60606838713
2071,73829.98519706485
1267,106772.94735590005
1851,199527.70493103386
567,159036.6827427972
2439,218806.22654963518
1898,154458.41663772915
647,151529.65495478484
2256,214593.56151812477
979,110301.96051294115
1444,213302.98476755692
2485,106428.14939362004
157,119914.01029437341
88,114877.47938251754
2003,101005.25202848235
186,206484.2230924615
1425,256932.02810757197
2695,138454.4259807011
738,99404.94331542245
395,147546.78510734416
1353,165452.34751461184
1878,139947.51406025508
390,159404.2423805463
1456,230322.38086495455
1103,295633.3798732622
1387,127132.20612837681
2070,142569.09771946172
1199,169969.03423099685
2479,175303.01030757907
501,304152.9650249302
2362,94800.0744168087
1718,213225.1699069719
2188,89705.57660928898
1483,147488.54660287892
2557,82496.94029602845
437,353579.1765530835
2224,190049.52187909154
1628,170979.60036516818
397,123227.74106383164
587,203400.1415887492
971,146577.93617338344
2611,139803.07994296355
1887,77121.88545321596
2399,335945.8452230577
2148,216814.1709532957
304,115267.7996007337
1997,134300.7628865832
2817,128767.6227770749
1431,172211.52360229968
427,357340.6156198253
263,111244.18829414944
598,166349.66756666722
2895,232153.87075073243
687,155585.90520320975
1822,131419.4621662756
2191,111683.02282828468
179,121909.05329720429
1009,221920.3432800015
2010,128597.00429538407
1991,129391.28398080032
1411,160559.39315562125
1721,258966.64770892687
1144,184874.7477666032
593,204534.35581155098
575,235132.3530624655
1249,173291.8790680993
1604,112628.56338627444
1064,444404.08530903404
1923,141948.88811958994
1988,95112.8403705073
2325,169064.30283461502
114,193803.15093521122
2700,195937.4845177778
217,150995.633821327
343,172881.5845792453
386,242317.0556044334
2005,93016.48892419635
2908,137053.82073792935
1814,212873.42693354143
2446,451562.6925753703
208,143402.62045396963
1679,122804.86059159337
822,307340.6700724953
6,182362.90443399415
1781,358937.31472605397
2397,288019.1737694292
2340,297983.5364567592
1618,157389.82872685828
2843,152111.67709371904
1061,350026.2175333904
2786,105282.94443714441
1935,133815.0906411253
1341,126465.10537426066
521,265412.16499503364
2136,133132.17527868098
996,178391.74988666983
227,137899.773542991
135,155968.93682357157
1167,166191.99428803334
294,245733.93136039036
1776,203703.04801119654
540,172980.5205092719
1717,213225.1699069719
2303,109630.67777755397
116,179006.69917185194
127,135927.05527903666
1371,143403.0294303782
1014,173033.2688567788
1507,89329.86977558382
702,138966.97792601038
750,141790.17592622683
261,137255.9575479238
1559,74970.60524691868
577,189614.68667567964
2812,200255.97842436028
2080,148926.23977422452
1368,113535.29776021748
2376,106689.94195821625
659,106250.02401814637
1235,116338.1774690161
332,87868.3891579808
1917,131855.44547872723
2094,252715.90385071692
1460,260997.2797266725
1471,199434.55346667557
1509,119856.11615777461
1922,130218.97692211521
433,468321.4585112864
460,281415.2494159677
1116,251129.20528083696
1137,160031.7456874203
53,176341.52762749142
2354,262408.2679303004
1475,204921.32930216868
1761,558954.5485742462
842,132077.46370837936
2739,165969.15279191983
2509,165430.19420943645
1007,210576.24889973144
2610,183346.02056264522
1952,79571.98168333471
2719,189969.38848354653
2921,91948.15628745481
1966,128366.21398708291
292,122911.50785856933
1204,192080.05133498937
1829,208412.7541693163
2419,182577.99872998823
391,160705.57920879504
