Id,SalePrice
2658,123704.5090680592
2718,168248.37327199674
2414,183982.19503525735
1989,118968.67739967565
625,177952.1638256815
333,90051.31715065232
1327,102532.93194097803
858,158761.6370780622
95,206349.07142955923
1568,163116.1067077904
2482,166384.94974555363
1364,113106.8420083999
2584,166265.48722387932
818,284516.97054779524
2673,150062.10329199818
2089,133575.3026181086
1297,141364.46393011682
790,112687.92068086322
2616,179635.22456299918
720,190268.62803354952
222,143985.68000566086
557,122034.37870935092
1148,210313.77116942583
2766,148720.2118554276
534,190651.983377077
1452,117400.94914991001
630,133093.47922795918
2648,127990.79603229038
125,147976.57500178294
1904,74631.4125079232
1670,112581.32692260537
756,102137.3260322675
717,264636.97863156145
1032,159608.5543812359
852,223285.19377531338
1731,172158.89596782558
2639,106855.1311285737
2071,105278.27532904147
1267,123329.33503532485
1851,200750.13953247323
567,163378.46591209088
2439,216377.0597597132
1898,148987.56308534215
647,146670.89442423356
2256,226619.30253005156
979,92390.03851670945
1444,211226.77129256865
2485,113592.39553579345
157,119440.7855798993
88,125309.94767860208
2003,111219.99807995431
186,191796.23174871108
1425,268313.59907681856
2695,125291.85772708268
738,105831.4692727421
395,149811.11587647867
1353,161726.62746984107
1878,141383.20254831034
390,163749.56017048805
1456,234036.1075644754
1103,319363.01398706203
1387,123800.29524010616
2070,139354.97376740165
1199,173772.18438549517
2479,171358.6638460934
501,332564.9422162356
2362,109080.30825427956
1718,202568.41417234033
2188,85046.16420848834
1483,153206.98489030622
2557,99919.47188292196
437,358746.11407453776
2224,204576.41447816018
1628,175415.61232275318
397,132117.72273633792
587,203074.14025213508
971,150285.83045443796
2611,139724.57920450578
1887,106799.37412796805
2399,349792.5357046817
2148,220504.03445856768
304,108301.645048195
1997,119806.28340850843
2817,106926.18009511255
1431,178256.5270623239
427,371408.26038869383
263,127777.69603315697
598,165026.7344355213
2895,243077.6834221942
687,147251.67592948585
1822,131784.54676561814
2191,93372.98331812478
179,117172.17673205551
1009,235054.83799003117
2010,122979.8710055644
1991,133140.4462187009
1411,166881.12628536686
1721,248796.08671390664
1144,178958.91248337328
593,200815.28975443542
575,299497.0643493413
1249,177951.27952688973
1604,127768.56711796255
1064,480795.388869954
1923,152645.68130313617
1988,99364.71907862602
2325,169650.9744837045
114,194314.5652038611
2700,169377.60526961766
217,121206.0398676164
343,174277.09378892265
386,244210.8438246297
2005,101394.19273878825
2908,143057.2927967336
1814,212899.8838587159
2446,452707.0283923068
208,138268.60547065723
1679,117450.59926116094
822,328262.0013069544
6,178175.56747455767
1781,372799.62246655405
2397,282648.239689401
2340,329300.52922962623
1618,163363.72433894765
2843,148341.10001066801
1061,353447.57875508803
2786,117400.94914991001
1935,130539.10007789911
1341,105050.92877836192
521,263567.4778796846
2136,139872.19142545314
996,180040.36007624463
227,147092.35828501784
135,156537.6115910332
1167,171979.86103212336
294,247229.71259637177
1776,204062.227563897
540,180929.09226192939
1717,202568.41417234033
2303,127895.9056641194
116,174819.96226204775
127,133043.19360142597
1371,120502.45453097553
1014,178246.5629416027
1507,100741.48641887886
702,144233.67822977284
750,141011.48031560617
261,143508.34657193546
1559,82010.18390927339
577,236914.86789553275
2812,200196.36724916764
2080,142694.640043453
1368,106122.84846778098
2376,123251.45723453841
659,109231.26484119068
1235,125510.66795686958
332,83252.98348916991
1917,136465.4558435877
2094,253305.1890339277
1460,257307.16539622657
1471,202867.21950607866
1509,105161.2736452635
1922,123637.09713516117
433,495246.30275889655
460,280794.0613111784
1116,244420.05878560868
1137,163350.10895663436
53,164040.37081981692
2354,262175.4705694234
1475,210993.93172741728
1761,564145.9971507727
842,145546.16815247812
2739,163779.6686512819
2509,168709.5631891673
1007,211828.79293792744
2610,185075.6570256457
1952,102905.86223909247
2719,159863.3670646774
2921,89580.94938666876
1966,132330.48931583128
292,130362.10102595843
1204,190555.65784829884
1829,218077.39733954656
2419,183765.04434561447
391,163406.50729955206
798,107604.87254487613
481,188769.39661353183
193,198190.82784345408
555,126496.76539863218
899,90303.64414795497
2357,176518.5274569343
328,109465.54229527462
1356,100789.9158748942
1154,123466.96451157329
1730,180152.5396442343
2249,157418.33526197428
1119,249069.0868345698
2856,131525.5908545407
1394,135907.8781540611
2587,125741.98290179748
61,333959.5703315539
2661,166433.75974397335
2711,130224.2435086384
1147,178932.67231007124
757,126727.15604807802
2623,104041.13934377088
2378,146292.44080898332
1413,114114.83525291448
1722,227410.97837769805
1112,228099.79607551917
1623,183526.51472229813
1201,194632.69645534083
1513,111127.87268446798
957,250644.90934964948
1171,265967.2731788363
1145,190684.76978707864
2726,269297.8976113177
703,136792.6687430357
760,100458.4877789185
1964,133397.64136390993
2512,185964.26084330818
159,145941.69064879837
1281,171114.1242931982
468,180174.03955080162
290,99283.94120708172
665,112012.20513134182
1463,264402.32014627033
1792,235308.16613666317
923,152607.68341716946
500,285955.5038912463
1408,135747.2125167444
331,85228.59315144601
170,111853.00972994126
2192,99072.27661855886
2571,297711.7373938415
2314,164710.8708108616
2647,98367.81010771962
422,421868.7827507569
2457,352569.9760192055
1838,219199.20187973604
2805,239512.66785283684
1645,162473.49695193162
1711,316936.53745953273
2825,257273.10056260694
322,380004.3313413754
2103,272228.2143454558
342,121907.21177852755
600,118111.3107251022
488,189778.2578299819
1725,337391.027376851
2246,271747.15566057514
2847,137906.52848771488
806,244060.27392585337
530,243861.74951266148
963,193731.16555767163
2678,110065.78513148043
171,84250.14795158153
2401,432478.6886690557
805,220677.06574317324
2259,188681.03105227964
1748,170864.65643946192
1361,133804.19730678614
1677,111445.54776720713
1406,143758.24268950892
2322,230211.88268025953
688,159962.51891432167
143,134477.70451228044
804,203372.1869135367
1214,152335.4060117774
2828,135587.81453614525
1999,175663.13217352127
2467,197922.70400044945
2665,160714.1024655776
1538,325473.98197454645
398,115791.50935306457
2822,125848.01395607769
2157,154417.88254715214
1856,192737.99801467865
1269,111537.36537556439
2570,123991.67943218022
2320,235220.84124061902
1517,129803.1187426049
2304,131426.84518869454
1312,93431.47394475556
2012,136250.1054206993
506,231919.1025405845
2865,219569.32831926283
2367,101185.72832545254
554,111577.43158604871
238,116548.86987151278
1954,119147.5211834996
2488,150387.07592571626
2291,90992.80003619351
1969,108181.21498610963
2725,153990.77672621422
1482,153206.98489030622
2763,190705.7977312234
503,243806.03698016526
1584,246713.2430253462
1531,179857.76834745568
2210,184315.60007233932
459,339670.9199477016
556,130008.5932155672
1347,135110.97642730872
1290,94989.72140459434
1388,119484.95466176356
1571,180634.76322910178
2754,203361.85311105562
765,126747.66580681218
2494,125254.73670737987
2870,201855.97484543882
7,193275.54163868655
1114,252899.75200893605
2418,277852.5375952421
291,194042.46670273464
18,398575.94678891596
39,373069.9454150774
1001,301553.1099700721
2442,241607.69862910447
616,129019.88176474097
2680,77965.19483695214
1414,104127.88960686061
289,146729.1410595228
40,248346.4243513067
860,129031.88468436235
409,129714.85384045632
673,129986.65924941441
2427,163549.09492694962
2036,180509.983065314
2564,147313.82937955155
642,157695.02285367277
1008,179936.0559579849
1908,149411.78773951033
2519,180564.01988100904
1369,82568.86879431749
